# feature,genomic_accession,start,end,strand,product_accession,name,symbol,locus_tag,feature_interval_length,product_length
CDS,CT971583.1,250821,251687,+,CAK22654.1,Possible sulfotransferase,,SynWH7803_0228,867,288
CDS,CT971583.1,251654,253495,-,CAK22655.1,Uncharacterized conserved membrane protein,,SynWH7803_0229,1842,613
CDS,CT971583.1,253508,255118,-,CAK22656.1,Uncharacterized conserved membrane protein,,SynWH7803_0230,1611,536
CDS,CT971583.1,255118,255969,-,CAK22657.1,2-dehydro-3-deoxyphosphooctonate aldolase,kdsA,SynWH7803_0231,852,283
CDS,CT971583.1,256046,256762,+,CAK22658.1,Conserved hypothetical protein,,SynWH7803_0232,717,238
CDS,CT971583.1,256768,257580,+,CAK22659.1,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,SynWH7803_0233,813,270
CDS,CT971583.1,257583,258830,+,CAK22660.1,tRNA nucleotidyltransferase/poly(A) polymerase,pcnB,SynWH7803_0234,1248,415
CDS,CT971583.1,258827,260320,+,CAK22661.1,Uncharacterized conserved membrane protein,,SynWH7803_0235,1494,497
CDS,CT971583.1,260244,261098,-,CAK22662.1,Conserved hypothetical protein,,SynWH7803_0236,855,284
CDS,CT971583.1,261091,261654,-,CAK22663.1,Low specificity phosphatase (HAD superfamily),,SynWH7803_0237,564,187
CDS,CT971583.1,261654,262676,-,CAK22664.1,Polysialic acid capsule expression protein,kpsF,SynWH7803_0238,1023,340
CDS,CT971583.1,262742,263947,+,CAK22665.1,Uncharacterized membrane protein,,SynWH7803_0239,1206,401
CDS,CT971583.1,263944,266331,+,CAK22666.1,UvrD/REP helicase,uvrD,SynWH7803_0240,2388,795
CDS,CT971583.1,266336,268489,-,CAK22667.1,Selenophosphate synthase fused with a FAD/NAD(P)-binding domain,,SynWH7803_0241,2154,717
CDS,CT971583.1,268486,269562,-,CAK22668.1,UDP-glucose 4-epimerase,galE,SynWH7803_0242,1077,358
CDS,CT971583.1,269636,270961,+,CAK22669.1,Histidyl-tRNA synthetase,hisS,SynWH7803_0243,1326,441
CDS,CT971583.1,270997,272439,+,CAK22670.1,UDP-glucose 6-dehydrogenase,ugd,SynWH7803_0244,1443,480
CDS,CT971583.1,272436,273467,+,CAK22671.1,NAD dependent epimerase/dehydratase,,SynWH7803_0245,1032,343
CDS,CT971583.1,273520,273720,-,CAK22672.1,Photosystem II reaction center J protein,psbJ,SynWH7803_0246,201,66
CDS,CT971583.1,273732,273851,-,CAK22673.1,Photosystem II protein reaction center L protein,psbL,SynWH7803_0247,120,39
CDS,CT971583.1,273870,274007,-,CAK22674.1,Cytochrome b559 beta subunit (PSII reaction center subunit VI),psbF,SynWH7803_0248,138,45
CDS,CT971583.1,274017,274265,-,CAK22675.1,Cytochrome b559 alpha subunit (PSII reaction center subunit V),psbE,SynWH7803_0249,249,82
CDS,CT971583.1,274353,275372,-,CAK22676.1,Uncharacterized protein related to plant photosystem II stability/assembly factor,,SynWH7803_0250,1020,339
CDS,CT971583.1,275395,275823,-,CAK22677.1,Rubredoxin,rub,SynWH7803_0251,429,142
CDS,CT971583.1,275924,276286,+,CAK22678.1,NAD(P)H-quinone oxidoreductase chain 3,ndhC,SynWH7803_0252,363,120
CDS,CT971583.1,276318,277064,+,CAK22679.1,NAD(P)H-quinone oxidoreductase subunit K,"ndhK, nukC",SynWH7803_0253,747,248
CDS,CT971583.1,277061,277609,+,CAK22680.1,NAD(P)H-quinone oxidoreductase subunit J,ndhJ,SynWH7803_0254,549,182
CDS,CT971583.1,277603,278955,-,CAK22681.1,Uncharacterized conserved membrane protein,,SynWH7803_0255,1353,450
CDS,CT971583.1,279150,279959,+,CAK22682.1,"ABC-type transport system, ATPase component",,SynWH7803_0256,810,269
CDS,CT971583.1,279963,280895,+,CAK22683.1,"ABC-type transport system, periplasmic component",,SynWH7803_0257,933,310
CDS,CT971583.1,280903,283089,-,CAK22684.1,Protoporphyrin IX Mg-chelatase subunit ChlD,chlD,SynWH7803_0258,2187,728
CDS,CT971583.1,283093,283602,+,CAK22685.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,folK,SynWH7803_0259,510,169
CDS,CT971583.1,283604,285352,-,CAK22686.1,"ABC-type transport system, ATPase and permease components",,SynWH7803_0260,1749,582
CDS,CT971583.1,285419,285979,+,CAK22687.1,NUDIX hydrolase,,SynWH7803_0261,561,186
CDS,CT971583.1,285994,287472,+,CAK22688.1,Deoxyribodipyrimidine photolyase,phr,SynWH7803_0262,1479,492
CDS,CT971583.1,287488,288711,-,CAK22689.1,Pleiotropic regulatory protein,degT,SynWH7803_0263,1224,407
CDS,CT971583.1,288722,289354,-,CAK22690.1,Possible thioredoxin,,SynWH7803_0264,633,210
CDS,CT971583.1,289421,289951,+,CAK22691.1,Uncharacterized conserved secreted protein,,SynWH7803_0265,531,176
CDS,CT971583.1,289948,290376,-,CAK22692.1,Conserved hypothetical protein,,SynWH7803_0266,429,142
CDS,CT971583.1,290404,291426,-,CAK22693.1,FAD binding domain of DNA photolyase,,SynWH7803_0267,1023,340
CDS,CT971583.1,291450,292232,+,CAK22694.1,Enoyl-[acyl-carrier-protein] reductase (NADH),fabI,SynWH7803_0268,783,260
CDS,CT971583.1,292273,292881,+,CAK22695.1,Imidazoleglycerol-phosphate dehydratase,hisB,SynWH7803_0269,609,202
CDS,CT971583.1,292937,294424,+,CAK22696.1,"Lignostilbene-alpha, beta-dioxygenase",,SynWH7803_0270,1488,495
CDS,CT971583.1,294531,295235,+,CAK22697.1,Conserved hypothetical protein,,SynWH7803_0271,705,234
CDS,CT971583.1,295293,296525,+,CAK22698.1,Major Facilitator Superfamily transporter,,SynWH7803_0272,1233,410
CDS,CT971583.1,296452,298032,-,CAK22699.1,Choline-glycine betaine transporter,,SynWH7803_0273,1581,526
CDS,CT971583.1,298068,299240,-,CAK22700.1,Sarcosine oxidase,solA,SynWH7803_0274,1173,390
CDS,CT971583.1,299252,300307,-,CAK22701.1,Glutamate dehydrogenase/leucine dehydrogenase,,SynWH7803_0275,1056,351
CDS,CT971583.1,300307,301344,-,CAK22702.1,SAM dependent carboxyl methyltransferase,,SynWH7803_0276,1038,345
CDS,CT971583.1,301421,302014,-,CAK22703.1,HAM1 NTPase family protein,,SynWH7803_0277,594,197
CDS,CT971583.1,302011,303474,-,CAK22704.1,Phosphoglucomutase/phosphomannomutase family,,SynWH7803_0278,1464,487
CDS,CT971583.1,303527,305005,+,CAK22705.1,Predicted nuclease (RecB family),,SynWH7803_0279,1479,492
CDS,CT971583.1,305002,305874,-,CAK22706.1,Predicted aminomethyltransferase related to glycine cleavage T-protein (GcvT),,SynWH7803_0280,873,290
CDS,CT971583.1,305871,306452,-,CAK22707.1,Orotate phosphoribosyltransferase,pyrE,SynWH7803_0281,582,193
CDS,CT971583.1,306451,307032,+,CAK22708.1,Conserved hypothetical protein,,SynWH7803_0282,582,193
tRNA,CT971583.1,307045,307117,+,,,,RNA_5,73,
CDS,CT971583.1,307131,308438,+,CAK22709.1,"Uncharacterized conserved membrane protein, possibly Mg2+ andCo2+ efflux transporter",,SynWH7803_0283,1308,435
CDS,CT971583.1,308499,309503,+,CAK22710.1,Possible oxidoreductase,,SynWH7803_0284,1005,334
CDS,CT971583.1,309529,312717,-,CAK22711.1,Phosphorylase kinase alpha/beta,,SynWH7803_0285,3189,1062
CDS,CT971583.1,312767,313513,+,CAK22712.1,Glycosyltransferase of family GT26,,SynWH7803_0286,747,248
CDS,CT971583.1,313519,313662,-,CAK22713.1,Photosystem II protein PsbK,psbK,SynWH7803_0287,144,47
CDS,CT971583.1,313694,314818,-,CAK22714.1,Queuine tRNA-ribosyltransferase,tgt,SynWH7803_0288,1125,374
CDS,CT971583.1,315002,315655,+,CAK22715.1,Cobalamin synthase,cobS,SynWH7803_0289,654,217
CDS,CT971583.1,315603,316748,-,CAK22716.1,Two-component system sensor histidine kinase,,SynWH7803_0290,1146,381
CDS,CT971583.1,317132,317500,+,CAK22717.1,Conserved hypothetical protein,,SynWH7803_0291,369,122
CDS,CT971583.1,317510,318133,-,CAK22718.1,Predicted esterase,,SynWH7803_0292,624,207
CDS,CT971583.1,318193,319779,+,CAK22719.1,Bifunctional purine biosynthesis protein (AICAR transformylase/IMP cyclohydrolase),purH,SynWH7803_0293,1587,528
CDS,CT971583.1,319853,320314,+,CAK22720.1,Conserved hypothetical protein,,SynWH7803_0294,462,153
CDS,CT971583.1,320330,320956,-,CAK22721.1,Conserved hypothetical protein,,SynWH7803_0295,627,208
CDS,CT971583.1,321017,322216,-,CAK22722.1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,lytB,SynWH7803_0296,1200,399
CDS,CT971583.1,322346,323857,-,CAK22723.1,Ammonium transporter,amt1,SynWH7803_0297,1512,503
CDS,CT971583.1,324004,324771,-,CAK22724.1,"DNA-binding protein, sugar fermentation stimulation protein homolog",sfsA,SynWH7803_0298,768,255
CDS,CT971583.1,324838,326457,+,CAK22725.1,Uncharacterized conserved membrane protein,,SynWH7803_0299,1620,539
CDS,CT971583.1,326444,326707,-,CAK22726.1,Conserved hypothetical protein,,SynWH7803_0300,264,87
CDS,CT971583.1,326732,327022,-,CAK22727.1,Conserved hypothetical protein,,SynWH7803_0301,291,96
CDS,CT971583.1,327065,327319,-,CAK22728.1,Uncharacterized conserved membrane protein,,SynWH7803_0302,255,84
tRNA,CT971583.1,327413,327486,+,,tRNA-Arg,,RNA_6,74,
CDS,CT971583.1,327577,328866,+,CAK22729.1,Glycine/serine hydroxymethyltransferase,glyA,SynWH7803_0303,1290,429
CDS,CT971583.1,328956,330101,+,CAK22730.1,Glycosyltransferase,,SynWH7803_0304,1146,381
CDS,CT971583.1,330094,331398,+,CAK22731.1,CinA-like protein,cinA,SynWH7803_0305,1305,434
CDS,CT971583.1,331432,332850,+,CAK22732.1,3-isopropylmalate dehydratase large subunit,leuC,SynWH7803_0306,1419,472
CDS,CT971583.1,332850,333464,+,CAK22733.1,3-isopropylmalate dehydratase small subunit,leuD,SynWH7803_0307,615,204
CDS,CT971583.1,333517,333987,+,CAK22734.1,Secreted protein with pentapeptide repeats,,SynWH7803_0308,471,156
CDS,CT971583.1,333999,337223,-,CAK22735.1,Uncharacterized conserved secreted protein,,SynWH7803_0309,3225,1074
CDS,CT971583.1,337333,337452,-,CAK22736.1,Photosystem II reaction center I protein,psbI,SynWH7803_0310,120,39
CDS,CT971583.1,337451,340477,+,CAK22737.1,Alpha-glycosidase of family GH38,,SynWH7803_0311,3027,1008
CDS,CT971583.1,340465,340605,-,CAK22738.1,Photosystem II reaction center N protein,psbN,SynWH7803_0312,141,46
CDS,CT971583.1,340691,340891,+,CAK22739.1,Photosystem II reaction center H protein,psbH,SynWH7803_0313,201,66
CDS,CT971583.1,340927,341175,+,CAK22740.1,Sec-independent protein translocase protein TatA,,SynWH7803_0314,249,82
CDS,CT971583.1,341178,341807,+,CAK22741.1,Peptidyl-tRNA hydrolase,pth,SynWH7803_0315,630,209
CDS,CT971583.1,341807,342064,+,CAK22742.1,Conserved hypothetical protein,,SynWH7803_0316,258,85
CDS,CT971583.1,342042,342479,-,CAK22743.1,"Polynucleotidyl transferase, Ribonuclease H fold superfamily",,SynWH7803_0317,438,145
CDS,CT971583.1,342476,343681,-,CAK22744.1,Conserved hypothetical protein,,SynWH7803_0318,1206,401
CDS,CT971583.1,343739,344473,-,CAK22745.1,Global nitrogen regulator,ntcA,SynWH7803_0319,735,244
CDS,CT971583.1,344549,345274,-,CAK22746.1,Ribonuclease PH,rph,SynWH7803_0320,726,241
CDS,CT971583.1,345434,346042,+,CAK22747.1,cob(I)alamin adenosyltransferase,cobA,SynWH7803_0321,609,202
CDS,CT971583.1,346042,346635,+,CAK22748.1,Deoxycytidine triphosphate deaminase,dcd,SynWH7803_0322,594,197
CDS,CT971583.1,346657,347382,-,CAK22749.1,Alternative thymidylate synthase,thyX,SynWH7803_0323,726,241
CDS,CT971583.1,347451,347999,-,CAK22750.1,Possible thioredoxin,,SynWH7803_0324,549,182
CDS,CT971583.1,348118,348588,+,CAK22751.1,Uncharacterized conserved membrane protein,,SynWH7803_0325,471,156
CDS,CT971583.1,348545,350602,-,CAK22752.1,Glycosidase of family GH23; possible soluble lytic transglycosylase,,SynWH7803_0326,2058,685
CDS,CT971583.1,350651,350854,+,CAK22753.1,Uncharacterized membrane protein,,SynWH7803_0327,204,67
CDS,CT971583.1,350943,352331,+,CAK22754.1,Phosphoglucomutase/phosphomannomutase family protein,,SynWH7803_0328,1389,462
CDS,CT971583.1,352318,353286,-,CAK22755.1,Predicted N-acetylglucosamine kinase,,SynWH7803_0329,969,322
CDS,CT971583.1,353283,354581,-,CAK22756.1,Possible bicarbonate transporter,ictB,SynWH7803_0330,1299,432
CDS,CT971583.1,354574,355287,-,CAK22757.1,tRNA (guanine-N(7)-)-methyltransferase,,SynWH7803_0331,714,237
CDS,CT971583.1,355287,356612,-,CAK22758.1,Conserved hypothetical protein,,SynWH7803_0332,1326,441
CDS,CT971583.1,356683,357294,+,CAK22759.1,Uncharacterized conserved membrane protein,,SynWH7803_0333,612,203
CDS,CT971583.1,357294,357611,+,CAK22760.1,Conserved hypothetical protein,,SynWH7803_0334,318,105
CDS,CT971583.1,357589,360495,-,CAK22761.1,Isoleucyl-tRNA synthetase,ileS,SynWH7803_0335,2907,968
CDS,CT971583.1,360518,361132,-,CAK22762.1,Conserved hypothetical protein,,SynWH7803_0336,615,204
tRNA,CT971583.1,361174,361255,+,,tRNA-Leu,,RNA_7,82,
CDS,CT971583.1,361336,362337,+,CAK22763.1,Beta-carotene hydroxylase,crtR,SynWH7803_0337,1002,333
CDS,CT971583.1,362339,362632,-,CAK22764.1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,gatC,SynWH7803_0338,294,97
CDS,CT971583.1,362629,363417,-,CAK22765.1,Possible amidase,,SynWH7803_0339,789,262
CDS,CT971583.1,363450,363593,-,CAK22766.1,Uncharacterised conserved membrane protein,,SynWH7803_0340,144,47
CDS,CT971583.1,363599,364387,-,CAK22767.1,Uncharacterized conserved membrane protein,,SynWH7803_0341,789,262
CDS,CT971583.1,364679,365002,-,CAK22768.1,Conserved hypothetical protein,,SynWH7803_0342,324,107
CDS,CT971583.1,365229,365810,+,CAK22769.1,Putative 3-methyladenine DNA glycosylase,,SynWH7803_0343,582,193
CDS,CT971583.1,365807,366835,+,CAK22770.1,Aspartate carbamoyltransferase,pyrB,SynWH7803_0344,1029,342
CDS,CT971583.1,366796,368289,-,CAK22771.1,NADH dehydrogenase,"ndh, ndbA",SynWH7803_0345,1494,497
CDS,CT971583.1,368385,368726,-,CAK22772.1,Conserved membrane protein,,SynWH7803_0346,342,113
CDS,CT971583.1,368950,369150,-,CAK22773.1,Conserved hpothetical protein,,SynWH7803_0347,201,66
CDS,CT971583.1,369216,369365,-,CAK22774.1,Uncharacterized membrane protein,,SynWH7803_0348,150,49
CDS,CT971583.1,369362,369529,-,CAK22775.1,Conserved hypothetical protein similar to N-terminal part of light-independent protochlorophyllide reductase subunit B,,SynWH7803_0349,168,55
tRNA,CT971583.1,369551,369623,-,,tRNA-Ala,,RNA_8,73,
CDS,CT971583.1,369694,369897,+,CAK22776.1,Conserved hypothetical protein,,SynWH7803_0350,204,67
CDS,CT971583.1,369901,371157,+,CAK22777.1,Coenzyme A biosynthesis bifunctional protein coaBC (DNA/pantothenate metabolism flavoprotein),dfp,SynWH7803_0351,1257,418
CDS,CT971583.1,371154,371459,-,CAK22778.1,Conserved hypothetical protein,,SynWH7803_0352,306,101
CDS,CT971583.1,371577,372398,+,CAK22779.1,Photosystem II manganese-stabilizing protein PsbO,psbO,SynWH7803_0353,822,273
CDS,CT971583.1,372504,373673,+,CAK22780.1,Sulfate adenylyltransferase,cysD,SynWH7803_0354,1170,389
CDS,CT971583.1,373719,375572,+,CAK22781.1,Cell division protein FtsH,ftsH,SynWH7803_0355,1854,617
CDS,CT971583.1,375598,376200,+,CAK22782.1,KHG/KDPG aldolase (4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxyphosphogluconate aldolase,kdgA,SynWH7803_0356,603,200
CDS,CT971583.1,376300,376851,-,CAK22783.1,Hypothetical protein,,SynWH7803_0357,552,183
CDS,CT971583.1,376890,377978,-,CAK22784.1,Chorismate synthase,aroC,SynWH7803_0358,1089,362
CDS,CT971583.1,378009,378512,-,CAK22785.1,Conserved hypothetical protein,,SynWH7803_0359,504,167
CDS,CT971583.1,378512,379372,-,CAK22786.1,Sarcosine-dimethylglycine methyltransferase,,SynWH7803_0360,861,286
CDS,CT971583.1,379378,380286,-,CAK22787.1,Glycine-sarcosine methyltransferase,,SynWH7803_0361,909,302
CDS,CT971583.1,380534,381664,+,CAK22788.1,ABC-type glycine betaine/L-proline transport ATP-binding protein ProV,proV,SynWH7803_0362,1131,376
CDS,CT971583.1,381664,382560,+,CAK22789.1,ABC-type glycine betaine/L-proline transport system permease protein ProW,proW,SynWH7803_0363,897,298
CDS,CT971583.1,382557,383525,+,CAK22790.1,"ABC-type proline/glycine betaine transport systems, periplasmic components",proX,SynWH7803_0364,969,322
CDS,CT971583.1,383535,384410,-,CAK22791.1,Sodium dependent transporter,nctP,SynWH7803_0365,876,291
CDS,CT971583.1,384540,385619,-,CAK22792.1,Photosystem II protein D1,psbA,SynWH7803_0366,1080,359
CDS,CT971583.1,385792,387408,+,CAK22793.1,Fe-S oxidoreductase,,SynWH7803_0367,1617,538
CDS,CT971583.1,387372,388163,-,CAK22794.1,CAAX amino terminal protease family,,SynWH7803_0368,792,263
CDS,CT971583.1,388232,388552,-,CAK22795.1,ATP-dependent Clp protease adaptor protein ClpS,clpS,SynWH7803_0369,321,106
CDS,CT971583.1,388598,389848,-,CAK22796.1,Aspartate aminotransferase family enzyme,,SynWH7803_0370,1251,416
CDS,CT971583.1,389920,392751,+,CAK22797.1,Fe-S oxidoreductase,,SynWH7803_0371,2832,943
CDS,CT971583.1,392773,394713,+,CAK22798.1,Ribonucleases G and E,cafA,SynWH7803_0372,1941,646
CDS,CT971583.1,394710,395294,+,CAK22799.1,Ribonuclease HII,rnhB,SynWH7803_0373,585,194
CDS,CT971583.1,395256,395825,-,CAK22800.1,Conserved hypothetical protein,,SynWH7803_0374,570,189
CDS,CT971583.1,395883,396716,+,CAK22801.1,Prephenate dehydratase,pheA,SynWH7803_0375,834,277
CDS,CT971583.1,396692,397657,-,CAK22802.1,Sterol-C-methyltransferase,,SynWH7803_0376,966,321
CDS,CT971583.1,397657,398319,-,CAK22803.1,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",,SynWH7803_0377,663,220
CDS,CT971583.1,398376,398696,-,CAK22804.1,30S ribosomal protein S10,rpsJ,SynWH7803_0378,321,106
CDS,CT971583.1,398845,400044,-,CAK22805.1,Elongation factor Tu,tuf,SynWH7803_0379,1200,399
CDS,CT971583.1,400087,402162,-,CAK22806.1,Elongation factor G,fusA,SynWH7803_0380,2076,691
CDS,CT971583.1,402249,402719,-,CAK22807.1,30S ribosomal protein S7,rpsG,SynWH7803_0381,471,156
CDS,CT971583.1,402801,403175,-,CAK22808.1,30S ribosomal protein S12,rpsL,SynWH7803_0382,375,124
CDS,CT971583.1,403253,403579,-,CAK22809.1,Conserved hypothetical protein,,SynWH7803_0383,327,108
CDS,CT971583.1,403623,405320,-,CAK22810.1,Conserved hypothetical protein,,SynWH7803_0384,1698,565
CDS,CT971583.1,405422,410020,+,CAK22811.1,Ferredoxin-dependent glutamate synthase,gltS,SynWH7803_0385,4599,1532
CDS,CT971583.1,410035,410343,+,CAK22812.1,Conserved hypothetical protein,,SynWH7803_0386,309,102
CDS,CT971583.1,410321,411199,-,CAK22813.1,Lipoate synthase,lipA,SynWH7803_0387,879,292
tRNA,CT971583.1,411218,411291,+,,tRNA-Pro,,RNA_9,74,
CDS,CT971583.1,411307,413055,-,CAK22814.1,Bifunctional protein CbiG/CobJ (cobalamin biosynthesis protein and precorrin-3B C17-methyltransferase),"cbiG,cobJ",SynWH7803_0388,1749,582
CDS,CT971583.1,413176,414510,-,CAK22815.1,Conserved hypothetical protein,,SynWH7803_0389,1335,444
CDS,CT971583.1,414711,414974,+,CAK22816.1,Hypothetical protein,,SynWH7803_0390,264,87
CDS,CT971583.1,414925,417228,+,CAK22817.1,Photosystem I P700 chlorophyll A apoprotein A1,psaA,SynWH7803_0391,2304,767
CDS,CT971583.1,417251,419467,+,CAK22818.1,Photosystem I P700 chlorophyll A apoprotein A2,psaB,SynWH7803_0392,2217,738
CDS,CT971583.1,419557,420483,-,CAK22819.1,Conserved hypothetical protein,,SynWH7803_0393,927,308
CDS,CT971583.1,420639,420944,+,CAK22820.1,Hypothetical protein,,SynWH7803_0394,306,101
CDS,CT971583.1,420941,424078,-,CAK22821.1,"Multidrug efflux transporter, Hydrophobe/Amphiphile Efflux-1 (HAE1) family (2.A.6.2.), RND superfamily",,SynWH7803_0395,3138,1045
CDS,CT971583.1,424189,424680,-,CAK22822.1,Photosystem I reaction centre subunit XI,psaL,SynWH7803_0396,492,163
CDS,CT971583.1,424739,424855,-,CAK22823.1,Photosystem I reaction center subunit VIII,psaI,SynWH7803_0397,117,38
CDS,CT971583.1,424970,425470,+,CAK22824.1,Conserved hypothetical protein,,SynWH7803_0398,501,166
CDS,CT971583.1,425428,426387,-,CAK22825.1,Glycosyltransferase of family GT2,,SynWH7803_0399,960,319
CDS,CT971583.1,426460,427113,-,CAK22826.1,Hypothetical protein,,SynWH7803_0400,654,217
CDS,CT971583.1,427165,427905,-,CAK22827.1,Possible cell wall-associated hydrolase,,SynWH7803_0401,741,246
CDS,CT971583.1,427923,428822,+,CAK22828.1,Conserved hypothetical protein,,SynWH7803_0402,900,299
tRNA,CT971583.1,428838,428926,-,,tRNA-Ser,,RNA_10,89,
CDS,CT971583.1,428961,430142,-,CAK22829.1,Alanine racemase,alr,SynWH7803_0403,1182,393
CDS,CT971583.1,430215,430712,+,CAK22830.1,McrA/HNH family nuclease,,SynWH7803_0404,498,165
CDS,CT971583.1,430714,431811,-,CAK22831.1,Peptide chain release factor 1,prfA,SynWH7803_0405,1098,365
CDS,CT971583.1,431925,432182,-,CAK22832.1,50S ribosomal protein L31,rpmE,SynWH7803_0406,258,85
CDS,CT971583.1,432191,432595,-,CAK22833.1,30S ribosomal protein S9,rpsI,SynWH7803_0407,405,134
CDS,CT971583.1,432592,433044,-,CAK22834.1,50S ribosomal protein L13,rplM,SynWH7803_0408,453,150
CDS,CT971583.1,433212,434105,-,CAK22835.1,tRNA pseudouridine synthase A,truA,SynWH7803_0409,894,297
CDS,CT971583.1,434102,434452,-,CAK22836.1,50S ribosomal protein L17,rplQ,SynWH7803_0410,351,116
CDS,CT971583.1,434489,435427,-,CAK22837.1,DNA-directed RNA polymerase alpha chain,rpoA,SynWH7803_0411,939,312
CDS,CT971583.1,435473,435865,-,CAK22838.1,30S ribosomal protein S11,rpsK,SynWH7803_0412,393,130
CDS,CT971583.1,435923,436288,-,CAK22839.1,30S ribosomal protein S13,rpsM,SynWH7803_0413,366,121
CDS,CT971583.1,436364,436477,-,CAK22840.1,50S ribosomal protein L36,rpmJ,SynWH7803_0414,114,37
CDS,CT971583.1,436525,437076,-,CAK22841.1,Adenylate kinase,adk,SynWH7803_0415,552,183
CDS,CT971583.1,437161,438480,-,CAK22842.1,Preprotein translocase SecY subunit,secY,SynWH7803_0416,1320,439
CDS,CT971583.1,438587,439039,-,CAK22843.1,50S ribosomal protein L15,rplO,SynWH7803_0417,453,150
CDS,CT971583.1,439045,439692,-,CAK22844.1,30S ribosomal protein S5,rpsE,SynWH7803_0418,648,215
CDS,CT971583.1,439706,440074,-,CAK22845.1,50S ribosomal protein L18,rplR,SynWH7803_0419,369,122
CDS,CT971583.1,440108,440647,-,CAK22846.1,50S ribosomal protein L6,rplF,SynWH7803_0420,540,179
CDS,CT971583.1,440663,441064,-,CAK22847.1,30S ribosomal protein S8,rpsH,SynWH7803_0421,402,133
